communication_id,customer_id,timestamp,channel,reason_category,message_text,sentiment,outcome,related_claim_id
10103,3391,2023-05-10 04:11:11,Email,Feedback,Request for better mobile app experience,Negative,Resolved,
10104,3391,2025-03-09 04:58:26,Phone,Complaint,Long wait time on phone support,Neutral,Resolved,10105.0
10105,3391,2024-03-28 11:48:46,Social Media,Feedback,Overall positive feedback on service,Negative,Pending Info,
10106,3391,2025-02-05 03:34:04,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
10107,3392,2023-06-29 03:38:14,In-Person,Complaint,Incorrect personal details on file,Negative,Acknowledged,
10108,3392,2024-02-24 23:48:45,Chatbot,Complaint,Policy cancellation issue,Neutral,Resolved,10110.0
10109,3392,2024-05-27 07:24:51,Chatbot,Complaint,Policy cancellation issue,Neutral,Acknowledged,10110.0
10110,3392,2024-01-21 12:51:57,In-Person,Call Log,Follow-up call on a pending claim,Positive,Acknowledged,10109.0
10111,3392,2025-02-24 01:56:12,Email,Complaint,Long wait time on phone support,Negative,Pending Info,
10112,3393,2024-05-05 22:28:07,Phone,Call Log,Question regarding renewal process,Negative,Acknowledged,10111.0
10113,3393,2025-02-10 00:49:50,Chatbot,Complaint,Billing error in latest statement,Negative,Resolved,
10114,3393,2023-12-19 03:24:23,In-Person,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,10114.0
10115,3394,2024-12-17 08:30:31,Chatbot,Feedback,Request for better mobile app experience,Positive,Escalated,
10116,3394,2023-08-02 13:58:26,Phone,Complaint,Policy cancellation issue,Neutral,Escalated,
10117,3394,2023-09-04 00:01:54,Chatbot,Complaint,Unsatisfactory claim process,Negative,Pending Info,
10118,3395,2023-10-21 21:01:12,Phone,Complaint,Policy cancellation issue,Negative,Escalated,10120.0
10119,3396,2023-04-11 08:39:52,Phone,Feedback,Request for better mobile app experience,Neutral,Acknowledged,
10120,3396,2024-06-06 04:40:36,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Escalated,
10121,3396,2024-09-27 16:14:57,In-Person,Feedback,Concern about premium increase,Negative,Resolved,
10122,3396,2025-02-21 19:40:25,Chatbot,Feedback,Overall positive feedback on service,Positive,Pending Info,
10123,3397,2024-05-24 21:26:32,In-Person,Call Log,Question regarding renewal process,Neutral,Resolved,
10124,3397,2025-03-08 18:03:38,Chatbot,Complaint,Policy cancellation issue,Negative,Resolved,10124.0
10125,3397,2024-01-09 14:31:00,Email,Feedback,Concern about premium increase,Positive,Escalated,
10126,3398,2024-11-02 01:08:18,In-Person,Complaint,Billing error in latest statement,Negative,Escalated,10128.0
10127,3398,2024-06-27 17:39:32,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
10128,3398,2025-02-22 18:46:27,Social Media,Feedback,Request for better mobile app experience,Positive,Acknowledged,
10129,3398,2024-04-10 18:42:46,Social Media,Complaint,Incorrect personal details on file,Neutral,Pending Info,10128.0
10130,3398,2023-06-11 11:11:20,Chatbot,Complaint,Policy cancellation issue,Neutral,Escalated,
10131,3399,2023-06-08 06:54:08,In-Person,Call Log,Question regarding renewal process,Positive,Resolved,
10132,3400,2025-01-04 22:19:20,Phone,Feedback,Suggestion for new policy feature,Positive,Acknowledged,
10133,3400,2025-03-11 21:19:09,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Resolved,
10134,3400,2023-09-26 20:55:12,Phone,Complaint,Policy cancellation issue,Neutral,Resolved,
10135,3400,2023-10-26 10:51:48,Phone,Call Log,Inquiry about adding a family member to the policy,Negative,Acknowledged,
10136,3400,2024-05-30 04:09:21,In-Person,Feedback,Concern about premium increase,Negative,Pending Info,
10137,3401,2023-11-28 02:13:03,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Escalated,10129.0
10138,3401,2023-10-30 20:56:07,Social Media,Feedback,Request for better mobile app experience,Positive,Acknowledged,
10139,3402,2024-07-18 09:52:02,Email,Feedback,Suggestion for new policy feature,Negative,Escalated,
10140,3402,2024-12-17 01:02:50,Phone,Complaint,Policy cancellation issue,Negative,Resolved,
10141,3402,2024-05-26 23:56:56,Chatbot,Complaint,Policy cancellation issue,Negative,Acknowledged,
10142,3403,2023-07-14 00:44:27,Email,Feedback,Overall positive feedback on service,Neutral,Escalated,
10143,3403,2024-02-12 20:25:12,Email,Complaint,Billing error in latest statement,Negative,Resolved,10141.0
10144,3403,2024-02-25 05:39:46,In-Person,Feedback,Request for better mobile app experience,Positive,Pending Info,
10145,3404,2024-07-01 07:00:27,In-Person,Call Log,Verification of updated contact details,Negative,Acknowledged,10143.0
10146,3405,2023-12-24 23:05:31,Social Media,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
10147,3405,2023-05-24 19:27:52,In-Person,Complaint,Incorrect personal details on file,Negative,Acknowledged,
10148,3405,2024-10-07 07:09:39,In-Person,Call Log,Verification of updated contact details,Neutral,Escalated,
10149,3405,2023-09-07 07:14:43,Phone,Call Log,Verification of updated contact details,Positive,Resolved,10146.0
10150,3406,2024-01-16 05:16:17,Email,Feedback,Request for better mobile app experience,Neutral,Resolved,
10151,3406,2023-12-10 01:31:52,Chatbot,Feedback,Request for better mobile app experience,Negative,Escalated,
10152,3406,2023-12-24 09:57:30,Email,Call Log,Verification of updated contact details,Neutral,Pending Info,10148.0
10153,3407,2024-11-05 06:59:45,Phone,Complaint,Long wait time on phone support,Neutral,Escalated,
10154,3407,2024-11-16 11:43:41,Chatbot,Feedback,Request for better mobile app experience,Negative,Escalated,
10155,3407,2024-04-07 14:47:56,Phone,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
10156,3408,2025-02-22 23:33:26,Email,Complaint,Long wait time on phone support,Neutral,Pending Info,10151.0
10157,3408,2024-04-05 13:52:22,Chatbot,Feedback,Suggestion for new policy feature,Positive,Resolved,
10158,3408,2023-07-27 17:02:06,Chatbot,Call Log,Inquiry about adding a family member to the policy,Neutral,Acknowledged,10151.0
10159,3409,2023-12-27 19:45:32,Social Media,Feedback,Concern about premium increase,Positive,Pending Info,
10160,3409,2023-03-18 04:32:56,In-Person,Call Log,Question regarding renewal process,Positive,Resolved,
10161,3410,2024-05-01 12:18:46,Social Media,Complaint,Incorrect personal details on file,Negative,Pending Info,
10162,3410,2024-09-02 10:59:52,Chatbot,Complaint,Billing error in latest statement,Neutral,Resolved,10154.0
10163,3410,2023-03-29 05:04:16,Phone,Call Log,Inquiry about adding a family member to the policy,Positive,Acknowledged,
10164,3410,2023-11-19 23:24:21,Social Media,Call Log,General inquiry about policy coverage,Neutral,Resolved,10154.0
10165,3410,2024-01-11 01:06:39,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Resolved,10153.0
10166,3411,2024-02-10 10:39:55,In-Person,Feedback,Suggestion for new policy feature,Positive,Pending Info,
10167,3411,2025-01-07 08:05:25,Email,Complaint,Unsatisfactory claim process,Negative,Escalated,10155.0
10168,3411,2023-03-17 05:03:43,Social Media,Call Log,General inquiry about policy coverage,Negative,Pending Info,10158.0
10169,3411,2024-07-13 08:13:44,In-Person,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,10157.0
10170,3411,2024-08-02 14:53:06,Chatbot,Call Log,Verification of updated contact details,Neutral,Pending Info,10158.0
10171,3412,2024-06-20 16:32:21,Chatbot,Complaint,Incorrect personal details on file,Negative,Escalated,10160.0
10172,3413,2024-09-24 10:55:57,Phone,Feedback,Concern about premium increase,Neutral,Acknowledged,
10173,3413,2024-06-07 12:17:25,In-Person,Feedback,Suggestion for new policy feature,Negative,Pending Info,
10174,3413,2023-09-01 03:44:04,Chatbot,Call Log,Verification of updated contact details,Negative,Acknowledged,
10175,3414,2023-09-22 12:57:47,Social Media,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
10176,3414,2025-02-19 09:35:35,Chatbot,Feedback,Overall positive feedback on service,Negative,Pending Info,
10177,3414,2024-12-27 16:13:13,In-Person,Call Log,General inquiry about policy coverage,Negative,Pending Info,10168.0
10178,3415,2023-07-30 15:09:13,Phone,Feedback,Concern about premium increase,Neutral,Pending Info,
10179,3415,2024-12-12 03:47:22,Social Media,Complaint,Long wait time on phone support,Neutral,Acknowledged,10169.0
10180,3416,2024-08-07 10:58:19,Phone,Call Log,Question regarding renewal process,Positive,Resolved,10171.0
10181,3416,2024-07-01 09:58:39,Phone,Call Log,General inquiry about policy coverage,Neutral,Pending Info,10170.0
10182,3417,2024-05-16 14:04:49,In-Person,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
10183,3417,2025-01-20 11:19:43,In-Person,Call Log,Follow-up call on a pending claim,Negative,Pending Info,10178.0
10184,3417,2024-06-30 11:09:02,In-Person,Feedback,Concern about premium increase,Neutral,Acknowledged,
10185,3418,2024-08-18 01:55:59,In-Person,Call Log,Question regarding renewal process,Positive,Pending Info,10185.0
10186,3418,2023-10-02 09:21:40,Phone,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,10184.0
10187,3418,2024-03-25 20:33:19,Phone,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,10186.0
10188,3418,2024-02-17 10:00:51,Phone,Feedback,Concern about premium increase,Positive,Pending Info,
10189,3418,2023-05-18 12:37:42,Email,Call Log,Follow-up call on a pending claim,Negative,Pending Info,10184.0
10190,3419,2023-05-26 14:21:56,In-Person,Complaint,Long wait time on phone support,Neutral,Pending Info,
10191,3419,2023-05-30 17:21:00,In-Person,Complaint,Policy cancellation issue,Neutral,Pending Info,10188.0
10192,3420,2024-12-01 16:55:12,Phone,Feedback,Request for better mobile app experience,Neutral,Pending Info,
10193,3420,2025-01-09 04:54:04,In-Person,Call Log,Follow-up call on a pending claim,Positive,Pending Info,10195.0
10194,3420,2023-06-28 19:10:54,Chatbot,Complaint,Incorrect personal details on file,Neutral,Pending Info,10192.0
10195,3420,2024-12-04 13:43:55,Phone,Complaint,Unsatisfactory claim process,Negative,Pending Info,10194.0
10196,3420,2023-12-01 19:47:10,Email,Feedback,Concern about premium increase,Positive,Acknowledged,
10197,3421,2024-11-26 06:06:11,In-Person,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,10200.0
10198,3421,2024-03-15 15:58:34,Phone,Complaint,Billing error in latest statement,Neutral,Acknowledged,10198.0
10199,3421,2023-09-12 16:45:59,Email,Call Log,Question regarding renewal process,Negative,Escalated,10197.0
10200,3421,2024-04-12 12:57:40,In-Person,Call Log,Verification of updated contact details,Positive,Acknowledged,10196.0
10201,3421,2025-02-18 01:47:50,Chatbot,Complaint,Policy cancellation issue,Negative,Resolved,10198.0
10202,3422,2023-03-28 17:46:50,Social Media,Complaint,Unsatisfactory claim process,Negative,Acknowledged,10201.0
10203,3422,2024-02-24 05:09:40,Chatbot,Call Log,Inquiry about adding a family member to the policy,Neutral,Acknowledged,
10204,3422,2024-05-01 14:37:55,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Resolved,
10205,3422,2024-06-09 20:12:08,Email,Call Log,Question regarding renewal process,Negative,Resolved,
10206,3422,2023-06-05 06:32:22,In-Person,Feedback,Appreciation for quick claim settlement,Negative,Acknowledged,
10207,3423,2023-06-16 02:27:55,Email,Feedback,Overall positive feedback on service,Negative,Pending Info,
10208,3423,2024-12-19 02:21:35,Email,Complaint,Billing error in latest statement,Negative,Resolved,10207.0
10209,3424,2023-05-08 07:14:25,Chatbot,Call Log,Verification of updated contact details,Neutral,Pending Info,
10210,3424,2024-05-03 12:22:14,Phone,Call Log,Verification of updated contact details,Negative,Acknowledged,10208.0
10211,3425,2024-10-13 22:56:22,Email,Complaint,Billing error in latest statement,Negative,Acknowledged,
10212,3425,2024-10-24 07:09:28,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Acknowledged,
10213,3425,2023-10-17 12:05:53,Email,Complaint,Incorrect personal details on file,Neutral,Escalated,10210.0
10214,3425,2025-01-22 01:25:27,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
10215,3425,2023-12-07 15:33:19,In-Person,Complaint,Policy cancellation issue,Negative,Acknowledged,10210.0
10216,3426,2025-02-04 15:07:03,Chatbot,Complaint,Incorrect personal details on file,Neutral,Acknowledged,
10217,3426,2023-04-03 11:36:08,Chatbot,Complaint,Long wait time on phone support,Negative,Pending Info,10217.0
10218,3427,2024-09-08 11:18:49,Chatbot,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,
10219,3427,2024-09-13 20:37:28,Chatbot,Feedback,Request for better mobile app experience,Neutral,Pending Info,
10220,3427,2023-03-26 07:12:20,In-Person,Complaint,Unsatisfactory claim process,Negative,Escalated,10220.0
10221,3427,2023-10-14 14:48:05,Social Media,Complaint,Long wait time on phone support,Negative,Pending Info,10220.0
10222,3428,2024-04-13 14:54:59,Chatbot,Complaint,Policy cancellation issue,Neutral,Pending Info,10226.0
10223,3428,2023-09-11 10:40:12,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,10224.0
10224,3428,2024-12-24 11:31:41,Social Media,Complaint,Billing error in latest statement,Neutral,Pending Info,10226.0
10225,3429,2023-07-06 18:57:13,Phone,Call Log,Verification of updated contact details,Neutral,Resolved,
10226,3430,2024-07-09 14:23:41,Email,Complaint,Long wait time on phone support,Negative,Pending Info,10232.0
10227,3430,2023-04-17 11:18:26,Social Media,Feedback,Suggestion for new policy feature,Negative,Pending Info,
10228,3430,2023-06-12 07:18:35,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Acknowledged,
10229,3430,2023-11-22 16:46:41,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Resolved,
10230,3431,2023-07-24 23:00:16,In-Person,Complaint,Billing error in latest statement,Negative,Acknowledged,10235.0
10231,3431,2024-04-23 03:54:40,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Escalated,
10232,3431,2024-01-02 12:40:41,In-Person,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
10233,3431,2025-03-12 13:56:01,In-Person,Complaint,Policy cancellation issue,Negative,Resolved,10235.0
10234,3431,2024-08-12 14:35:23,Chatbot,Feedback,Appreciation for quick claim settlement,Negative,Escalated,
10235,3432,2024-08-07 02:52:43,Phone,Feedback,Overall positive feedback on service,Neutral,Resolved,
10236,3432,2024-04-18 01:11:06,Chatbot,Call Log,Inquiry about adding a family member to the policy,Positive,Escalated,10237.0
10237,3432,2023-04-17 02:54:36,Phone,Call Log,Verification of updated contact details,Neutral,Pending Info,
10238,3432,2025-01-23 13:31:46,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Escalated,10238.0
10239,3432,2024-09-02 13:38:18,Email,Complaint,Unsatisfactory claim process,Negative,Acknowledged,10238.0
10240,3433,2024-01-14 10:12:21,Social Media,Complaint,Long wait time on phone support,Negative,Pending Info,
10241,3434,2024-07-11 03:11:50,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,
10242,3434,2024-12-05 17:25:55,Phone,Feedback,Overall positive feedback on service,Positive,Acknowledged,
10243,3434,2024-06-13 18:45:04,Phone,Feedback,Suggestion for new policy feature,Positive,Resolved,
10244,3435,2023-07-01 10:56:33,Email,Feedback,Concern about premium increase,Negative,Escalated,
10245,3435,2025-01-03 13:25:48,Phone,Complaint,Incorrect personal details on file,Negative,Resolved,
10246,3435,2024-12-28 01:42:42,Email,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
10247,3435,2024-06-22 19:04:10,Email,Feedback,Request for better mobile app experience,Neutral,Pending Info,
10248,3436,2023-10-08 10:26:34,Phone,Complaint,Policy cancellation issue,Neutral,Acknowledged,10248.0
10249,3436,2023-09-12 16:36:26,In-Person,Feedback,Concern about premium increase,Neutral,Resolved,
